#
#  rpom246200cyc 24.0 Genes link table generated on Mon Apr 20, 2020
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
G1G48-3954	Q5LLN0		
G1G48-491	Q5LW58		
G1G48-401	Q5LWE8		
G1G48-551			
G1G48-3891	Q5LLU0		
G1G48-882	Q5LV30		
G1G48-4257	Q5LKU4		
G1G48-513	Q5LW37		
G1G48-1296	Q5LTZ2		
G1G48-1263			
G1G48-3014		rnpB	
G1G48-3995	Q5LLJ9		
G1G48-4398	Q5LKG0		
G1G48-418			
G1G48-596			
G1G48-742	Q5LVH0		
G1G48-2407	Q5LQW6		
G1G48-3872	Q5LLV9		
G1G48-3650	Q5LMG9		
G1G48-4196	Q5LL04		
G1G48-3042	Q5LP57		
G1G48-787	Q5LVC5		
G1G48-801	Q5LVB1		
G1G48-3500	Q5LMW4		
G1G48-1998	Q5LS10		
G1G48-899	Q5LV13		
G1G48-2918	Q5LPH9		
G1G48-4329	Q5LKM9		
G1G48-1568	Q5LT78		
G1G48-2142	Q5LRM1		
G1G48-3601	Q5LML8		
G1G48-1193	Q5LU84		
G1G48-3988	Q5LLL9		
G1G48-2516			
G1G48-2189	Q5LRH7		
G1G48-978	Q5LUT2		
G1G48-3481			
G1G48-463			
G1G48-2721	Q5LQ21		
G1G48-1419	Q5LTM6		
G1G48-2242			
G1G48-2074			
G1G48-1388	Q5LTQ5		
G1G48-1048			
G1G48-2539			
G1G48-581	Q5LVX1		
G1G48-2302	Q5LR66		
G1G48-3618	Q5LMK1		
G1G48-3183	Q5LNS0		
G1G48-3175	Q5LNS8		
G1G48-2668	Q5LQ73		
G1G48-4065	Q5LLD0		
G1G48-3079	Q5LP23		
G1G48-1138	Q5LUD6		
G1G48-3512	Q5LMV4		
G1G48-2626	Q5LQB2		
G1G48-3013	Q5LP83		
G1G48-2140	Q5LRM3		
G1G48-2987	Q5LPA9		
G1G48-1830	Q5LSH4		
G1G48-487			
G1G48-2646	Q5LQ94		
G1G48-2221			
G1G48-1825	Q5LSH9		
G1G48-906	Q5LV06		
G1G48-2944	Q5LPF3		
G1G48-3227	Q5LNM6		
G1G48-897	Q5LV15		
G1G48-347	Q5LXD1		
G1G48-3737	Q5LM83		
G1G48-139	Q5LWT1		
G1G48-165	Q5LWW0		
G1G48-4005	Q5LLH9		
G1G48-3397			
G1G48-222	Q5LX04		
G1G48-3243	Q5LNL0		
G1G48-2725	Q5LQ17		
G1G48-3804	Q5LM19		
G1G48-2486	Q5LQP5		
G1G48-1028	Q5LUN4		
G1G48-836	Q5LV76		
G1G48-237	Q5LX26		
G1G48-3759	Q5LM62		
G1G48-3676			
G1G48-3176	Q5LNS7		
G1G48-4084	Q5LLB3		
G1G48-81	Q5LWN1		
G1G48-3020	Q5LP77		
G1G48-4340	Q5LKL9		
G1G48-3326	Q5LND5		
G1G48-64	Q5LWL2		
G1G48-482	Q5LW66		
G1G48-453	Q5LW96		
G1G48-2928	Q5LPG9		
G1G48-2385	Q5LQY6		
G1G48-727	Q5LVI4		
G1G48-5	Q5LWF9		
G1G48-822	Q5LV90		
G1G48-1596	Q5LT50		
G1G48-152	Q5LWV5		
G1G48-547	Q5LW03		
G1G48-4049	Q5LLE0		
G1G48-100	Q5LWP8		
G1G48-1931	Q5LS73		
G1G48-2943	Q5LPF4		
G1G48-1759	Q5LSP2		
G1G48-2263	Q5LRA5		
G1G48-700	Q5LVL0		
G1G48-942			
G1G48-3178	Q5LNS5		
G1G48-2931			
G1G48-1817	Q5LSI7		
G1G48-1619	Q5LT27		
G1G48-321	Q5LXA2		
G1G48-3215	Q5LNN8		
G1G48-785	Q5LVC7		
G1G48-3494			
G1G48-3797	Q5LM26		
G1G48-853	Q5LV59		
G1G48-566	Q5LVY5		
G1G48-1664	Q5LSY2		
G1G48-2185	Q5LRI1		
G1G48-145			
G1G48-2775	Q5LPX0		
G1G48-2359			
G1G48-4371	Q5LKI8		
G1G48-4279	Q5LKS3		
G1G48-2408	Q5LQW5		
G1G48-2889	Q5LPK9		
G1G48-3030	Q5LP68		
G1G48-1787	Q5LSL6		
G1G48-731	Q5LVI0		
G1G48-86			
G1G48-3899			
G1G48-430	Q5LWB9		
G1G48-286	Q5LX63		
G1G48-3376	Q5LN88		
G1G48-914	Q5LUZ8		
G1G48-4299	Q5LKQ5		
G1G48-692	Q5LVL8		
G1G48-2228	Q5LRE0		
G1G48-3958	Q5LLM2		
G1G48-3086	Q5LP16		
G1G48-448	Q5LWA1		
G1G48-3506			
G1G48-1945		ssrA	
G1G48-947	Q5LUW2		
G1G48-3836	Q5LLY9		
G1G48-472	Q5LW76		
G1G48-1723			
G1G48-3554	Q5LMR4		
G1G48-3274	Q3V7J2		
G1G48-2008	Q5LS00		
G1G48-2617			
G1G48-1139	Q5LUD5		
G1G48-2996	Q5LPA0		
G1G48-2954	Q5LPE3		
G1G48-1253	Q5LU29		
G1G48-2347			
G1G48-1531			
G1G48-1913	Q5LS91		
G1G48-4394	Q5LKG4		
G1G48-1014			
G1G48-3363	Q5LN99		
G1G48-4029			
G1G48-2912	Q5LPI5		
G1G48-1040			
G1G48-4222			
G1G48-1086			
G1G48-4233	Q5LKW7		
G1G48-2237	Q5LRD1		
G1G48-4236	Q5LKW4		
G1G48-3192	Q5LNR1		
G1G48-3496	Q5LMW8		
G1G48-852	Q5LV60		
G1G48-359	Q5LXD8		
G1G48-1465			
G1G48-3113			
G1G48-3296	Q5LNF9		
G1G48-4169	Q5LL30		
G1G48-1791	Q5LSL2		
G1G48-2463	Q5LQR8		
G1G48-1559	Q5LT86		
G1G48-2517	Q5LQL4		
G1G48-366	Q5LXE9		
G1G48-1657	Q5LSY9		
G1G48-524	Q5LW26		
G1G48-3190			
G1G48-772	Q5LVE0		
G1G48-2166	Q5LRJ9		
G1G48-2804	Q5LPU5		
G1G48-1457	Q5LTI9		
G1G48-843	Q5LV69		
G1G48-3120	Q5LNY2		
G1G48-3360	Q5LNA2		
G1G48-211	Q5LWZ7		
G1G48-2454			
G1G48-287	Q5LX62		
G1G48-2084	Q5LRS9		
G1G48-4212	Q5LKY8		
G1G48-353	Q5LXC5		
G1G48-390	Q5LXG9		
G1G48-1573	Q5LT73		
G1G48-1806			
G1G48-229	Q5LX15		
G1G48-2834	Q5LPR4		
G1G48-246	Q5LX30		
G1G48-3762	Q5LM59		
G1G48-3167	Q5LNT6		
G1G48-3218			
G1G48-1237			
G1G48-758			
G1G48-1974	Q5LS34		
G1G48-3979	Q5LLJ6		
G1G48-1438	Q5LTK8		
G1G48-768	Q5LVE4		
G1G48-97	Q5LWQ1		
G1G48-67			
G1G48-2109	Q5LRQ4		
G1G48-815			
G1G48-1462	Q5LTI3		
G1G48-2609	Q5LQC7		
G1G48-1261			
G1G48-95	Q5LWQ3		
G1G48-3843	Q5LLY2		
G1G48-330	Q5LXB1		
G1G48-4038			
G1G48-1512	Q5LTD3		
G1G48-597	Q5LVV5		
G1G48-1230	Q5LU49		
G1G48-1108	Q5LUG5		
G1G48-37	Q5LWI3		
G1G48-2813	Q5LPT6		
G1G48-4252			
G1G48-2692			
G1G48-1177	Q5LU97		
G1G48-775	Q5LVD7		
G1G48-4034	Q5LLF0		
G1G48-394			
G1G48-339	Q5LXC0		
G1G48-1368	Q5LTS4		
G1G48-2220	Q5LRE8		
G1G48-3466	Q5LMZ8		
G1G48-3031	Q5LP67		
G1G48-4003	F7IWD7		
G1G48-743	Q5LVG9		
G1G48-1961	Q5LS45		
G1G48-2810	Q5LPT9		
G1G48-2671	Q5LQ70		
G1G48-4088			
G1G48-2530	Q5LQK1		
G1G48-3323			
G1G48-404			
G1G48-1828	Q5LSH6		
G1G48-3128	Q5LNX4		
G1G48-835	Q5LV77		
G1G48-1094	Q5LUH9		
G1G48-4346	Q5LKL3		
G1G48-3250	Q5LNK3		
G1G48-1747	Q5LSQ2		
G1G48-2715	Q5LQ27		
G1G48-2777	Q5LPW9		
G1G48-2926	Q5LPH1		
G1G48-3801	Q5LM22		
G1G48-1698			
G1G48-3547	Q5LMR9		
G1G48-2852	Q5LPP6		
G1G48-1762	Q5LSN9		
G1G48-2243			
G1G48-2576	Q5LQF7		
G1G48-1679			
G1G48-1635			
G1G48-1318	Q5LTX0		
G1G48-2571	Q5LQG2		
G1G48-408	Q5LWE1		
G1G48-4414	Q5LKE4		
G1G48-4080	Q5LLB7		
G1G48-1162	Q5LUB2		
G1G48-3101	Q5LP00		
G1G48-998			
G1G48-4187	Q5LL13		
G1G48-2090	Q5LRS3		
G1G48-698	Q5LVL2		
G1G48-3364	Q5LN98		
G1G48-1535	Q5LTB0		
G1G48-3358			
G1G48-635			
G1G48-3177			
G1G48-3479	Q5LMY5		
G1G48-2224	Q5LRE4		
G1G48-3976	Q5LLM4		
G1G48-3946	Q5LLN8		
G1G48-250			
G1G48-2492	Q5LQN9		
G1G48-514	Q5LW36		
G1G48-1673			
G1G48-3721	Q5LM99		
G1G48-1284			
G1G48-872	Q5LV40		
G1G48-2870	Q5LPM8		
G1G48-1631	Q5LT15		
G1G48-3866	Q5LLW5		
G1G48-2540	Q5LQJ2		
G1G48-1599	Q5LT47		
G1G48-951			
G1G48-3539	Q5LMS7		
G1G48-3592			
G1G48-4238	Q5LKW2		
G1G48-3879	Q5LLV2		
G1G48-4050			
G1G48-965	Q5LUU4		
G1G48-1189			
G1G48-1202	Q5LU75		
G1G48-2351			
G1G48-1771			
G1G48-4173	Q5LL26		
G1G48-1345	Q5LTU6		
G1G48-4354	Q5LKK5		
G1G48-3572	Q5LMP6		
G1G48-3143	Q5LNW0		
G1G48-1460	Q5LTI5		
G1G48-1659	Q5LSY7		
G1G48-1297			
G1G48-2219	Q5LRE9		
G1G48-16	Q5LWG5		
G1G48-3845	Q5LLY0		
G1G48-1526	Q5LTB9		
G1G48-2059	Q5LRV2		
G1G48-1234			
G1G48-2603			
G1G48-618	Q5LVT5		
G1G48-1434			
G1G48-150	Q5LWT9		
G1G48-2730	Q5LQ12		
G1G48-2472	Q5LQQ9		
G1G48-3743	Q5LM78		
G1G48-1804			
G1G48-4330	Q5LKM8		
G1G48-2040	Q5LRW9		
G1G48-3690	Q5LMD0		
G1G48-475	Q5LW73		
G1G48-490	Q5LW59		
G1G48-3987	Q5LLI9		
G1G48-1181	Q5LU93		
G1G48-3634	Q5LMI5		
G1G48-2470	Q5LQR1		
G1G48-1900	Q5LSA4		
G1G48-322	Q5LXA1		
G1G48-3900	Q5LLT1		
G1G48-1863	Q5LSE2		
G1G48-1694			
G1G48-2850	Q5LPP8		
G1G48-3555	Q5LMR3		
G1G48-553			
G1G48-2290	Q5LR77		
G1G48-957	Q5LUV2		
G1G48-4074	Q5LLC1		
G1G48-2129	Q5LRN4		
G1G48-218	Q5LX08		
G1G48-4356	Q5LKK3		
G1G48-810	Q5LVA2		
G1G48-177			
G1G48-577	Q5LVX5		
G1G48-2964	Q5LPD2		
G1G48-3222	Q5LNN1		
G1G48-760	Q5LVF2		
G1G48-457	Q5LW92		
G1G48-2411			
G1G48-55			
G1G48-1444	Q5LTK2		
G1G48-1607	Q5LT39		
G1G48-3207	Q5LNP6		
G1G48-2526			
G1G48-3059	Q5LP42		
G1G48-3325	Q5LND6		
G1G48-3161	Q5LNU2		
G1G48-1216			
G1G48-2083	Q5LRT0		
G1G48-3619	Q5LMK0		
G1G48-1469			
G1G48-3725	Q5LM95		
G1G48-2903			
G1G48-3668	Q5LMF2		
G1G48-1793	Q5LSL0		
G1G48-288	Q5LX78		
G1G48-4086	Q5LLB1		
G1G48-495	Q5LW54		
G1G48-381			
G1G48-4062			
G1G48-2437	Q5LQU1		
G1G48-2991	Q5LPA5		
G1G48-2956			
G1G48-2536	Q5LQJ5		
G1G48-1198	Q5LU79		
G1G48-2916	Q5LPI1		
G1G48-1896	Q5LSA8		
G1G48-1776			
G1G48-1894	Q5LSB0		
G1G48-990			
G1G48-195			
G1G48-3135			
G1G48-3820	Q5LM03		
G1G48-2794	Q5LPV5		
G1G48-310			
G1G48-1429	Q5LTL7		
G1G48-1493			
G1G48-3406	Q5LN58		
G1G48-661	Q5LVP9		
G1G48-4193			
G1G48-2535	Q5LQJ6		
G1G48-878	Q5LV34		
G1G48-572	Q5LVY0		
G1G48-434			
G1G48-3813	Q5LM10		
G1G48-4121	Q5LL77		
G1G48-2020	Q5LRY7		
G1G48-4301	Q5LKQ4		
G1G48-2429	Q5LQU7		
G1G48-1386	V5UZD3		
G1G48-45	Q5LWJ4		
G1G48-3677	Q5LME2		
G1G48-364	Q5LXF1		
G1G48-155	Q5LWV2		
G1G48-1920	Q5LS84		
G1G48-4422	Q5LKD5		
G1G48-2857	Q5LPP1		
G1G48-2689	Q5LQ52		
G1G48-2345	Q5LR23		
G1G48-1911	Q5LS93		
G1G48-1374	Q5LTR8		
G1G48-2556			
G1G48-396	Q5LXH4		
G1G48-2007	Q5LS01		
G1G48-2824	Q5LPS5		
G1G48-3137			
G1G48-3240	Q5LNL3		
G1G48-116	Q5LWR7		
G1G48-258	Q5LX36		
G1G48-910	Q5LV02		
G1G48-1927	Q5LS77		
G1G48-762	Q5LVF0		
G1G48-1856	Q5LSE9		
G1G48-3239	Q5LNL4		
G1G48-264			
G1G48-3658	Q5LMG2		
G1G48-185		flgC	
G1G48-1882	Q5LSC3		
G1G48-4287			
G1G48-1724	Q5LSS1		
G1G48-1474	Q5LTH1		
G1G48-3431			
G1G48-4289			
G1G48-2923	Q5LPH4		
G1G48-425	Q5LWC4		
G1G48-4386	Q5LKH3		
G1G48-2792	Q5LPV7		
G1G48-4266	Q5LKT5		
G1G48-996			
G1G48-4201	Q5LKZ9		
G1G48-4010	Q5LLH4		
G1G48-4378	Q5LKI1		
G1G48-3849	Q5LLX6		
G1G48-1499	Q5LTE6		
G1G48-4322	Q5LKN6		
G1G48-862	Q5LV50		
G1G48-1173	Q5LUA1		
G1G48-2627	Q5LQB1		
G1G48-113	Q5LWS0		
G1G48-2206	Q5LRG0		
G1G48-2822	Q5LPS7		
G1G48-2057	Q5LRV4		
G1G48-2394	Q5LQX8		
G1G48-2130	Q5LRN3		
G1G48-2115	Q5LRP8		
G1G48-4058			
G1G48-3268	Q5LNI6		
G1G48-2697	Q5LQ44		
G1G48-851	Q5LV61		
G1G48-2178	Q5LRI8		
G1G48-4188	Q5LL12		
G1G48-4114	Q5LL84		
G1G48-711	Q5LVK0		
G1G48-1049			
G1G48-876	Q5LV36		
G1G48-1397	Q5LTP7		
G1G48-925			
G1G48-1544	Q5LTA1		
G1G48-1675	Q5LSX1		
G1G48-2759	Q5LPY3		
G1G48-826	Q5LV86		
G1G48-22	Q5LWH9		
G1G48-2134	Q5LRM9		
G1G48-4271	Q5LKT0		
G1G48-3216			
G1G48-376	Q5LXF7		
G1G48-1201	Q5LU76		
G1G48-1495	Q5LTF0		
G1G48-3106	Q5LNZ5		
G1G48-2800	Q5LPU9		
G1G48-3685	Q5LMD5		
G1G48-172	Q5LWW7		
G1G48-1569	Q5LT77		
G1G48-3133	Q5LNW9		
G1G48-2755	Q5LPY7		
G1G48-503	Q5LW47		
G1G48-3017	Q5LP80	gatA	
G1G48-3040	Q5LP59		
G1G48-2823	Q5LPS6		
G1G48-3752	Q5LM69		
G1G48-2434			
G1G48-2990			
G1G48-4395	Q5LKG3		
G1G48-2700	Q5LQ42		
G1G48-941	Q5LUW9		
G1G48-712	Q5LVJ9		
G1G48-1087	Q5LUI6		
G1G48-3564	Q5LMQ4		
G1G48-3859			
G1G48-4055	Q5LLD6		
G1G48-1521	Q5LTC4		
G1G48-3548	Q5LMR8		
G1G48-1022	Q5LUP0		
G1G48-2703			
G1G48-3883	Q5LLU8		
G1G48-1447	Q5LTJ9		
G1G48-3870	Q5LLW1		
G1G48-3708	Q5LMB2		
G1G48-2998	Q5LP98		
G1G48-586	Q5LVW6		
G1G48-1909	Q5LS95		
G1G48-3985	Q5LLJ1		
G1G48-2808	Q5LPU1		
G1G48-223			
G1G48-4230	Q5LKX0		
G1G48-4234	Q5LKW6		
G1G48-2595	Q5LQD8		
G1G48-3643	Q5LMH6		
G1G48-2745	Q5LPZ7		
G1G48-598			
G1G48-540	Q5LW10		
G1G48-3054			
G1G48-3124	Q5LNX8		
G1G48-3732	Q5LM88		
G1G48-4162	Q5LL37		
G1G48-4260	Q5LKU1		
G1G48-886	Q5LV26		
G1G48-1349	Q5LTU2		
G1G48-3225	Q5LNM8		
G1G48-690	Q5LVM0		
G1G48-973	Q5LUT6		
G1G48-3377	Q5LN87		
G1G48-1019	Q5LUP3		
G1G48-2836	Q5LPR2		
G1G48-543	Q5LW07		
G1G48-2125	Q5LRN8		
G1G48-3602	Q5LML7		
G1G48-1417	Q5LTM8		
G1G48-1978	Q5LS30		
G1G48-1515	Q5LTD0		
G1G48-1968	Q5LS40		
G1G48-1314	Q5LTX4		
G1G48-4401	Q5LKF7		
G1G48-2514	Q5LQL7		
G1G48-2575	Q5LQF8	livF	
G1G48-1226	Q5LU53		
G1G48-1595	Q5LT51		
G1G48-3840	Q5LLY5		
G1G48-2529	Q5LQK2		
G1G48-4297	Q5LKQ7		
G1G48-3916	Q5LLR6		
G1G48-719	Q5LVJ2		
G1G48-4285	Q5LKR8		
G1G48-140	Q5LWT0		
G1G48-2423	Q5LQV3		
G1G48-1582	Q5LT64		
G1G48-1228	Q5LU51		
G1G48-3919	Q5LLR3		
G1G48-3937	Q5LLP6		
G1G48-3342	Q5LNC0		
G1G48-3929	Q5LLQ4		
G1G48-2843	Q5LPQ5		
G1G48-2123	Q5LRP0		
G1G48-99	Q5LWP9		
G1G48-1996	Q5LS12		
G1G48-3457	Q5LN07		
G1G48-4071			
G1G48-385	Q5LXG3		
G1G48-2082			
G1G48-4035	Q5LLE9		
G1G48-1960	Q5LS46		
G1G48-2182	Q5LRI4		
G1G48-2046	Q5LRW3		
G1G48-744	Q5LVG8		
G1G48-399	Q5LWF0		
G1G48-3169	Q5LNT4		
G1G48-2328			
G1G48-2442	Q5LQT6		
G1G48-1986	Q5LS22		
G1G48-1432	Q5LTL4		
G1G48-3582	Q5LMN6		
G1G48-865	Q5LV47		
G1G48-3741	Q5LM80		
G1G48-934	Q5LUX8		
G1G48-4342	Q5LKL7		
G1G48-2708	Q5LQ34		
G1G48-3793	Q5LM30		
G1G48-3647	Q5LMH2		
G1G48-1725	Q5LSS0		
G1G48-2684	Q5LQ57		
G1G48-3398	Q5LN66		
G1G48-2428	Q5LQU8		
G1G48-1127	Q5LUE6		
G1G48-3329	Q5LND2		
G1G48-4110	Q5LL88		
G1G48-3291	Q5LNG4		
G1G48-3149	Q5LNV4		
G1G48-1452	Q5LTJ4		
G1G48-1976			
G1G48-476	Q5LW72		
G1G48-3449	Q5LN15		
G1G48-3955			
G1G48-192	Q5LWY2		
G1G48-2830	Q5LPR9		
G1G48-917	Q5LUZ5		
G1G48-2449			
G1G48-3132	Q5LNX0		
G1G48-4220	Q5LKY0		
G1G48-3096	Q5LP06		
G1G48-3380		gabD	
G1G48-3246	Q5LNK7		
G1G48-196			
G1G48-1123	Q5LUF0		
G1G48-3337			
G1G48-2145	Q5LRL8		
G1G48-2105	Q5LRQ8		
G1G48-892			
G1G48-4283	Q5LKS0		
G1G48-1170	Q5LUA4		
G1G48-1860	Q5LSE5		
G1G48-619	Q5LVT4		
G1G48-1298	Q5LTZ0		
G1G48-238	Q5LX25		
G1G48-1536	Q5LTA9		
G1G48-2190	Q5LRH6		
G1G48-2069	Q5LRU3		
G1G48-651	Q5LVQ9		
G1G48-3502	Q5LMW2		
G1G48-265	Q5LX48		
G1G48-664	Q5LVP6		
G1G48-3477	Q5LMY7		
G1G48-1391	Q5LTQ2		
G1G48-2421	Q5LQV5		
G1G48-3199			
G1G48-3297	Q5LNF8		
G1G48-1683			
G1G48-409	Q5LWE0		
G1G48-166	Q5LWV9		
G1G48-2523	Q5LQK9		
G1G48-1158	Q5LUB6		
G1G48-3117			
G1G48-2167	Q5LRJ8		
G1G48-2902	Q5LPJ5		
G1G48-3965	Q5LLK2		
G1G48-3467	Q5LMZ7		
G1G48-515	Q5LW35		
G1G48-4051	Q5LLD9		
G1G48-31	Q5LWI9		
G1G48-2994	Q5LPA2		
G1G48-2978	Q5LPB8		
G1G48-186		flgB	
G1G48-1756	Q5LSP5		
G1G48-968	Q5LUU1		
G1G48-3111			
G1G48-4351	Q5LKK8		
G1G48-289	Q5LX77		
G1G48-667	Q5LVP3		
G1G48-121			
G1G48-465			
G1G48-3146			
G1G48-2799	Q5LPV0		
G1G48-132	Q5LWS1		
G1G48-2048	Q5LRW1		
G1G48-15			
G1G48-1073	Q5LUK0		
G1G48-4197	Q5LL03		
G1G48-3782	Q5LM41		
G1G48-1707			
G1G48-1097	Q5LUH6		
G1G48-2500	Q5LQN1		
G1G48-1140	Q5LUD4		
G1G48-3678	Q5LME1		
G1G48-348	Q5LXC9		
G1G48-894	Q5LV18		
G1G48-4127	Q5LL71		
G1G48-2362	Q5LR07		
G1G48-2818	Q5LPT1		
G1G48-4134	Q5LL64		
G1G48-2827	Q5LPS2		
G1G48-3211	Q5LNP2		
G1G48-2907	Q5LPJ0		
G1G48-3451	Q5LN13		
G1G48-1985	Q5LS23		
G1G48-2314	Q5LR54		
G1G48-1892	Q5LSB3		
G1G48-2605	Q5LQD1		
G1G48-4349	Q5LKL0		
G1G48-2542	Q5LQJ0		
G1G48-507	Q5LW43		
G1G48-2551			
G1G48-3104	Q5LNZ7		
G1G48-3603			
G1G48-1741	Q5LSQ8		
G1G48-3313			
G1G48-599	Q5LVV4		
G1G48-644	Q5LVR7		
G1G48-4361	Q5LKJ8		
G1G48-1680	Q5LSW6		
G1G48-3659	Q5LMG1		
G1G48-3228	Q5LNM5		
G1G48-958	Q5LUV1		
G1G48-2194	Q5LRH2		
G1G48-2983	Q5LPB2		
G1G48-2244	Q5LRC3		
G1G48-1270	Q5LU15		
G1G48-3651			
G1G48-4417	Q5LKE1		
G1G48-1250	Q5LU31		
G1G48-175	Q3V7J6		
G1G48-1789	Q5LSL4		
G1G48-3232	Q5LNM1		
G1G48-1425	Q5LTM1		
G1G48-4317	Q5LKP1		
G1G48-1044			
G1G48-1415	Q5LTN0		
G1G48-3863	Q5LLW8		
G1G48-1309			
G1G48-893	Q5LV19		
G1G48-1451	Q5LTJ5		
G1G48-2426	Q5LQV0		
G1G48-1763			
G1G48-887	V5UZ05		
G1G48-3956	Q5LLM8		
G1G48-3273	Q5LNI1		
G1G48-1889	Q5LSB6		
G1G48-477	Q5LW71		
G1G48-3459	Q5LN05		
G1G48-834	Q5LV78		
G1G48-2665			
G1G48-1	Q5LWF3		
G1G48-2303	Q5LR65		
G1G48-4148	Q5LL50		
G1G48-3257	Q5LNJ7		
G1G48-2352	Q5LR17		
G1G48-4277	Q5LKS5		
G1G48-766	Q5LVE6		
G1G48-3983	Q5LLI8		
G1G48-3510	Q5LMV6		
G1G48-1090	Q5LUI3		
G1G48-3168	Q5LNT5		
G1G48-684	Q5LVM6		
G1G48-3306	Q5LNE9		
G1G48-1459	Q5LTI7		
G1G48-4372			
G1G48-2975	Q5LPC1		
