CHORISMATEMUT-RXN	60.00000000000003    	chorismate  ->  prephenate
SHIKIMATE-KINASE-RXN	90.00000000000004    	shikimate + ATP  ->  shikimate 3-phosphate + ADP + H+
DIAMINOPIMEPIM-RXN	30.000000000000014    	L,L-diaminopimelate  ->  meso-diaminopimelate
RXN-14014	30.000000000000014    	(S)-2,3,4,5-tetrahydrodipicolinate + NAD(P)+ + H2O  <-  (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + NAD(P)H + H+
THYKI-RXN	30.000000000000014    	thymidine + ATP  ->  dTMP + ADP + H+
TYROSINE-AMINOTRANSFERASE-RXN	30.000000000000014    	L-tyrosine + 2-oxoglutarate  <-->  3-(4-hydroxyphenyl)pyruvate + L-glutamate
SHIKIMATE-5-DEHYDROGENASE-RXN	90.00000000000004    	shikimate + NADP+  <-  3-dehydroshikimate + NADPH + H+
ACETOLACTSYN-RXN	60.00000000000003    	2 pyruvate + H+  ->  (S)-2-acetolactate + CO2
SAICARSYN-RXN	359.99999999999994    	ATP + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + L-aspartate  ->  ADP + 5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole + phosphate + H+
RXN-14049	30.000000000000014    	L-homoserine  ->  (2Z)-2-aminobut-2-enoate + H+ + H2O
RXN-20673	90.00000000000004    	3-deoxy-D-arabino-heptulosonate 7-phosphate  ->  3-deoxy-D-arabino-heptulopyranuronate 7-phosphate
ACONITATEHYDR-RXN	120.00000000000006    	cis-aconitate + H2O  <-->  D-threo-isocitrate
ADPREDUCT-RXN	30.000000000000014    	dADP + oxidized thioredoxin + H2O  <-  ADP + reduced thioredoxin
RXN0-2381	30.000000000000014    	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate  ->  indole + D-glyceraldehyde 3-phosphate
GART-RXN	359.99999999999994    	an N10-formyltetrahydrofolate + N1-(5-phospho-beta-D-ribosyl)glycinamide  ->  a tetrahydrofolate + N2-formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide + H+
RXN-21525	30.000000000000014    	a [hydroxymethylbilane synthase] ES4 intermediate + H2O  ->  preuroporphyrinogen + a holo-[hydroxymethylbilane synthase]
METHENYLTHFCYCLOHYDRO-RXN	1144.8000000000002    	a 5,10-methenyltetrahydrofolate + H2O  <-->  an N10-formyltetrahydrofolate + H+
PSERTRANSAMPYR-RXN	30.000000000000014    	4-phosphooxy-L-threonine + 2-oxoglutarate  <-->  (3R)-3-hydroxy-2-oxo-4 phosphooxybutanoate + L-glutamate
PEPCARBOXYKIN-RXN	1149.6000000000008    	oxaloacetate + ATP  <-->  CO2 + phosphoenolpyruvate + ADP
RXN-20674	90.00000000000004    	3-deoxy-D-arabino-heptulopyranuronate 7-phosphate  ->  3-dehydroquinate + phosphate
ARGSUCCINLYA-RXN	30.000000000000014    	L-arginino-succinate  ->  L-arginine + fumarate
GLU6PDEHYDROG-RXN	539.9999999999999    	D-glucopyranose 6-phosphate + NADP+  ->  6-phospho D-glucono-1,5-lactone + NADPH + H+
RIBOPHOSPHAT-RXN	60.00000000000003    	5-amino-6-(5-phospho-D-ribitylamino)uracil + H2O  ->  5-amino-6-(D-ribitylamino)uracil + phosphate
RXN-7800	30.000000000000014    	(2S)-2-isopropyl-3-oxosuccinate + H+  ->  4-methyl-2-oxopentanoate + CO2
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN	240.0000000000001    	glycine + succinyl-CoA + H+  ->  CO2 + coenzyme A + 5-aminolevulinate
HISTCYCLOHYD-RXN	30.000000000000014    	1-(5-phospho-beta-D-ribosyl)-AMP + H2O  ->  1-(5-phospho-beta-D-ribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide
PRPPSYN-RXN	539.9999999999999    	D-ribose 5-phosphate + ATP  ->  5-phospho-alpha-D-ribose 1-diphosphate + AMP + H+
RIBOFLAVINSYNREDUC-RXN	60.00000000000003    	5-amino-6-(5-phospho-D-ribitylamino)uracil + NADP+  <-  5-amino-6-(5-phospho-D-ribosylamino)uracil + NADPH + H+
RXN-16062	30.000000000000014    	(R)-2,3-dihydroxy-3-methylpentanoate + NAD(P)+  <-  (S)-2-aceto-2-hydroxybutanoate + NAD(P)H + H+
RXN490-3616	30.000000000000014    	tRNAAsn + L-aspartate + ATP  ->  L-aspartyl-[tRNAAsn] + AMP + diphosphate
PRAISOM-RXN	30.000000000000014    	N-(5-phosphoribosyl)-anthranilate  ->  1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
SULFITE-REDUCT-RXN	30.000000000000014    	hydrogen sulfide + 3 NADP+ + 3 H2O  <-  sulfite + 3 NADPH + 5 H+
RIBOFLAVIN-SYN-RXN	60.00000000000003    	2 6,7-dimethyl-8-(1-D-ribityl)lumazine + H+  ->  5-amino-6-(D-ribitylamino)uracil + riboflavin
